Tata Steel
HDFC Bank
Reliance
Axis Bank
ICICI Bank
TCS
Infosys
SBI
Tata Motors
TATA Cons. Prod
HDFC
AU Small Financ
Kotak Mahindra
Bajaj Finance
GAIL
UPL
JSW Steel
HUL
Maruti Suzuki
Info Edge
SAIL
Power Grid Corp
Adani Ports
Bank of Baroda
Asian Paints
ITC
IndusInd Bank
Wipro
Bharti Airtel
HCL Tech
Titan Company
Mindtree
Tata Power
M&M
Tech Mahindra
Vedanta
Apollo Hospital
Container Corp
Larsen
Dr Reddys Labs
NTPC
BPCL
Grasim
Cipla
WABCO India
PNB
Bajaj Finserv
ONGC
Shriram Trans
Deepak Nitrite
Jindal Steel
Motherson Sumi
Hindalco
PVR
UltraTechCement
Jubilant Food
MRF
Sun Pharma
Bandhan Bank
Shree Cements
Bajaj Auto
Coal India
Hero Motocorp
NMDC
Divis Labs
Eicher Motors
IRCTC
Nestle
HDFC Life
IDFC First Bank
DLF
RBL Bank
COFORGE LTD.
Indiabulls Hsg
INDUS TOWERS
Britannia
BHEL
Adani Power
Avenue Supermar
Interglobe Avi
Ashok Leyland
Canara Bank
Lupin
IOC
Ambuja Cements
Piramal Enter
Bharat Elec
Godrej Consumer
Page Industries
Biocon
Navin Fluorine
Zee Entertain
M&M Financial
Voltas
Federal Bank
Vodafone Idea
Dixon Technolog
MphasiS
L&T Infotech
Aurobindo Pharm
Dabur India
Power Finance
Havells India
Adani Trans
Dhani Services
Adani Total Gas
Oracle Fin Serv
Cummins
IDBI Bank
Berger Paints
TVS Motor
IGL
Muthoot Finance
ACC
Pidilite Ind
MOIL
SBI Life Insura
Astral Poly Tec
Chola Invest.
Indiamart Inter
Redington
Strides Pharma 
LIC Housing Fin
Ircon Internati
Tata Steel BSL 
Apollo Tyres
ICICI Prudentia
Godrej Prop
Dr Lal PathLab
Tata Elxsi
Torrent Pharma
Delta Corp
Petronet LNG
Cadila Health
Granules India
Adani Green Ene
Intellect Desig
City Union Bank
SRF
L&T Finance
HPCL
ICICI Lombard 
Colgate
Bosch
Hind Zinc
Just Dial
Exide Ind
Sun TV Network
L&T Technology
Laurus Labs
Escorts
KEC Intl
Metropolis
Bata India
NALCO
REC
United Spirits
Gujarat Gas
Indiabulls Real
Lux Industries
Tata Comm
Polycab
Marico
Wockhardt
CG Consumer
JSW Energy
Bharat Forge
Fortis Health
PI Industries
Ipca Labs
HDFC AMC
EngineersInd
Glenmark
Max Financial
V-Guard Ind
Honeywell Autom
Trent
Oberoi Realty
Alkem Lab
Balkrishna Ind
NBCC (India)
Bajaj Holdings
Blue Dart
Praj Industries
Phoenix Mills
Graphite India
Alkyl Amines
BEML
General Insuran
Sterling & Wils
HEG
IFB Industries
IEX
Ramco Cements
Siemens
GMR Infra
CDSL
NCC
eClerx Services
Torrent Power
India Tourism D
Manappuram Fin
Aditya Birla F
Sanofi India
Alembic Pharma
Emami
Amara Raja Batt
Balrampur Chini
Oil India
Prism Cement
Aarti Ind
India Cements
NHPC
APL Apollo
Sonata
Rain Industries
PNC Infratech
Raymond
GNFC
Birlasoft
AB Capital
Infibeam Avenue
Abbott India
EPL
Whirlpool
3M India
Firstsource Sol
Mahanagar Gas
Varun Beverages
Rashtriya Chem
Rail Vikas
ICICI Securitie
Cyient
Persistent
TV18 Broadcast
TML-D
Can Fin Homes
Century
Kajaria Ceramic
Godrej Ind
Vaibhav Global
Kansai Nerolac
KPIT Tech
Amber Enterpris
Dilip Buildcon
BSE Limited
Hind Copper
Bank of India
P and G
Coromandel Int
Ajanta Pharma
Supreme Ind
Affle India
United Brewerie
Union Bank
Equitas Holding
INOX Leisure
Natco Pharma
JK Lakshmi Cem
MCX India
IDFC
Dalmia Bharat
Greaves Cotton
ABB India
Relaxo Footwear
Shipping Corp
Avanti Feeds
Radico Khaitan
Syngene Intl
Suzlon Energy
CESC
JB Chemicals
Quess Corp
SKF India
Indian Hotels
Future Retail
Birla Corp
Nippon
SpiceJet
SUMITOMO
Ceat
Pfizer
Ashoka Buildcon
Godrej Agrovet
Endurance Techn
Bayer CropScien
Indian Bank
Westlife Dev
Thyrocare Techn
Guj State Petro
Edelweiss
Lakshmi Machine
GMM Pfaudler
Hindustan Aeron
Bajaj Electric
KEI Industries
South Ind Bk
TeamLease Ser.
Prestige Estate
Sundaram Fin
Welspun India
AAVAS Financier
Blue Star
CreditAccess Gr
Jubilant Pharmo
Ujjivan Financi
Bajaj Consumer 
DCB Bank
VIP Industries
Trident
IIFL Finance
SJVN
Minda Ind
Orient Electric
Cochin Shipyard
Finolex Cables
Jindal (Hisar)
Atul
GSFC
Chambal Fert
Linde India
UCO Bank
IRB Infra
AIA Engineering
Gillette India
NFL
Rajesh Exports
Procter&Gamble
JK Paper
AstraZeneca
Carborundum
Bombay Dyeing
Himadri Special
MMTC Ltd
Eris Life
Fine Organics
Aegis Logistics
Sequent Scienti
Phillips Carbon
Bank of Mah
Heidelberg Cem
J. K. Cement
Brigade Ent
Narayana Hruda
Guj Mineral
Karnataka Bank
Sundram
JK Tyre & Ind
New India Assur
V-Mart Retail
Akzo Nobel
Central Bank
Sunteck Realty
NLC India
Castrol
KSB Pumps
PNB Housing Fin
Welspun Corp
Zydus Wellness
Schaeffler Ind
Vakrangee
Poly Medicure
Sun Pharma Adv
Dish TV
Mishra Dhatu Ni
Sudarshan Chem
IOB
Rallis India
Take Solutions
KRBL
ICRA
HFCL
TCNS Clothing C
EIH
Bharat Dynamics
Jindal Stainles
Vinati Organics
Kaveri Seed
KNR Construct
Godfrey Phillip
Uflex
Capri Global
Jindal Saw
CenturyPlyboard
Karur Vysya
Cera Sanitary
HUDCO
Jai Corp
PTC India
Dishman Carboge
Ujjivan Small
Thermax
Future Consumer
GE Shipping
SIS
Hathway Cable
Sterlite Techno
Tube Investment
La Opala RG
Varroc Engineer
Tata Inv Corp
BASF
Zensar Tech
Nava Bharat Ven
Advanced Enzyme
CSB Bank
Shoppers Stop
CARE Ratings
Garware Technic
Finolex Ind
Minda Corp
Venkys
MRPL
