46.90,46.00,46.35,0.11,9.78
3245.60,3197.20,3240.95,1.37,9.77
42.80,41.25,41.70,-0.12,9.75
180.80,175.40,178.15,-0.59,9.60
578.60,546.25,568.10,2.19,9.59
62.35,60.15,61.40,1.82,9.51
263.55,253.10,254.00,-2.78,9.27
8.50,8.10,8.35,1.83,9.21
21.20,20.35,20.85,0.48,9.17
927.10,888.15,916.50,2.32,9.14
595.00,575.10,590.00,-0.20,8.98
12750.00,12379.10,12655.70,2.20,8.83
3063.05,3013.10,3017.00,-0.78,8.71
292.40,285.00,286.40,-1.02,8.65
569.00,556.00,562.60,-0.22,8.55
3829.00,3684.00,3783.95,3.17,8.53
6248.00,6160.55,6179.60,-1.76,8.53
4504.35,4441.20,4466.60,-0.08,8.47
16.60,16.25,16.50,1.54,8.35
1457.10,1410.85,1435.00,-1.99,8.14
9.40,9.15,9.30,-0.53,8.06
2315.00,2250.15,2277.90,-0.05,7.79
357.25,347.50,354.00,1.94,7.42
715.00,676.05,679.55,-3.71,7.30
132.30,124.80,129.65,2.73,7.27
244.65,234.25,242.75,0.77,7.19
103.00,95.70,101.20,4.92,7.10
81.50,78.60,79.30,-0.44,7.09
899.30,882.30,886.25,0.45,6.89
601.60,593.00,595.00,-0.13,6.74
103.40,99.60,102.80,1.78,6.51
570.80,562.20,566.10,-0.01,6.51
195.70,187.45,191.20,1.95,6.50
283.45,274.25,279.90,0.41,6.49
43.50,42.25,42.35,-2.76,6.41
43.90,42.65,42.65,-4.91,6.32
25.85,25.20,25.20,-1.18,6.32
800.00,767.00,777.30,0.55,6.29
132.65,129.20,129.40,-1.26,6.19
125.25,122.25,124.00,-0.64,6.18
30.80,30.25,30.50,0.99,6.15
38.55,35.40,36.75,2.94,6.09
62.90,58.75,61.80,3.34,6.04
16.45,15.90,16.10,1.26,6.02
282.85,269.05,279.00,3.56,6.01
2446.20,2362.90,2374.80,-0.88,5.99
390.50,375.40,379.40,-0.50,5.97
704.95,687.20,694.95,0.05,5.95
69.80,67.40,68.40,0.74,5.92
102.00,97.85,101.00,2.23,5.89
14.45,14.00,14.10,-0.70,5.89
125.50,122.00,123.10,0.04,5.88
5895.00,5705.00,5878.05,0.73,5.79
235.00,228.65,233.00,1.15,5.74
1188.00,1136.75,1166.55,0.13,5.72
654.00,642.00,646.55,0.46,5.56
563.70,545.25,547.20,-1.29,5.53
84.50,82.15,82.40,-1.44,5.43
505.00,486.45,504.05,2.96,5.40
182.55,179.00,180.10,-1.56,5.37
111.20,107.50,109.40,0.97,5.36
262.20,256.70,257.30,-1.64,5.33
230.00,225.10,229.20,1.48,5.31
262.00,255.00,257.75,-1.23,5.11
1795.00,1731.00,1773.65,2.80,5.11
1140.00,1114.00,1116.60,-0.45,5.10
517.40,490.85,507.30,2.82,5.08
394.40,360.00,365.00,-2.84,5.01
320.95,315.15,320.00,1.73,4.98
88.40,85.20,86.50,0.70,4.85
688.00,671.00,675.75,-0.57,4.84
413.20,404.50,405.70,-1.31,4.83
88.20,84.20,85.00,-2.80,4.76
280.00,273.00,275.75,2.04,4.74
56.40,54.85,56.00,0.90,4.71
47.10,45.20,45.30,-0.22,4.69
1159.80,1115.00,1117.75,-2.99,4.61
395.70,373.25,381.80,-2.78,4.60
26.20,24.90,25.85,2.78,4.59
793.50,766.65,776.95,-1.65,4.59
619.00,596.15,604.10,-0.94,4.54
64.20,62.05,62.75,-0.16,4.52
1450.00,1415.00,1435.80,0.67,4.52
132.00,129.15,131.60,2.02,4.41
304.40,293.40,298.05,0.52,4.39
178.80,176.00,176.90,-0.03,4.37
242.30,240.15,241.30,-0.10,4.26
1340.75,1308.40,1334.35,-0.21,4.24
286.15,271.15,276.60,-2.07,4.20
527.15,518.20,523.10,-0.86,4.15
44.70,43.65,44.35,0.57,4.14
96.30,92.35,94.10,1.24,4.10
239.75,230.75,233.70,-1.60,4.05
70.65,69.15,69.50,-0.71,4.03
7080.00,6940.00,7011.60,-0.59,3.96
388.85,374.05,383.00,0.34,3.94
2079.90,2003.15,2043.15,0.63,3.92
400.05,390.15,392.35,-1.39,3.89
117.75,115.05,115.65,0.35,3.86
2545.25,2481.00,2500.75,-1.43,3.84
284.00,271.80,274.65,0.90,3.82
55.80,53.35,54.30,-2.34,3.79
146.95,143.20,143.80,-0.76,3.79
52.25,50.65,50.90,-0.97,3.77
2810.05,2770.00,2794.10,0.53,3.73
82.55,81.35,81.95,0.18,3.73
85.70,83.90,84.90,-0.35,3.69
3420.00,3256.55,3283.05,-2.37,3.67
580.35,565.80,573.55,-1.35,3.65
1589.95,1559.30,1568.00,0.33,3.63
2948.85,2875.85,2900.00,-0.11,3.56
200.15,194.05,194.55,-1.79,3.53
318.60,301.25,306.05,-3.36,3.49
1901.00,1846.05,1849.55,-2.07,3.45
285.00,276.10,284.50,1.25,3.44
1424.80,1393.70,1399.75,-0.72,3.44
112.65,107.10,108.90,0.51,3.40
994.95,961.35,966.05,-2.21,3.36
56.65,55.15,55.55,-0.63,3.36
421.60,413.10,413.50,-0.52,3.31
12.40,12.05,12.10,-1.22,3.30
6.15,5.95,6.05,-0.82,3.29
387.70,377.10,378.70,0.12,3.26
2004.85,1937.50,1960.80,0.01,3.22
698.55,658.00,693.05,2.06,3.17
39.50,38.65,38.95,-0.64,3.15
526.00,509.00,520.45,-0.27,3.12
137.95,136.00,136.40,-0.44,3.09
68.75,66.90,68.05,1.57,2.95
99.50,96.10,99.00,2.43,2.94
1306.60,1262.20,1299.95,2.04,2.93
1389.00,1350.70,1374.85,0.57,2.84
165.00,159.05,162.65,-0.15,2.79
26.25,25.60,25.75,-0.96,2.78
7377.80,7222.00,7344.10,-0.03,2.75
353.85,343.95,346.45,-1.56,2.68
2645.00,2562.10,2587.15,-1.12,2.64
598.70,583.00,586.90,-0.80,2.60
453.90,445.20,447.95,-0.79,2.56
137.80,130.65,134.85,0.48,2.55
337.35,333.50,333.70,-0.82,2.54
2324.00,2252.90,2302.20,0.85,2.46
231.95,225.50,229.25,1.19,2.42
239.90,230.50,235.55,-1.32,2.40
1292.00,1270.00,1278.20,0.05,2.39
217.70,206.65,212.15,-0.28,2.37
575.90,550.00,574.50,1.82,2.23
337.90,327.95,335.30,1.13,2.23
101.80,98.45,98.95,-1.44,2.20
385.00,375.00,379.40,1.53,2.18
639.60,630.00,634.85,0.09,2.13
535.00,521.40,530.00,1.86,2.11
3422.35,3320.15,3390.00,0.40,2.06
300.00,277.65,278.30,-0.39,2.02
2560.00,2480.00,2554.30,2.30,1.99
826.00,810.00,824.75,0.77,1.99
391.15,382.35,385.00,-1.09,1.94
1069.50,1037.05,1060.95,0.12,1.92
2040.60,1987.00,1998.40,-1.42,1.88
6999.85,6796.65,6801.25,-1.57,1.85
9.45,9.15,9.25,-1.07,1.83
327.75,320.60,321.85,-0.82,1.81
94.25,88.80,90.15,-2.44,1.81
234.00,225.35,229.50,1.73,1.72
96.90,94.40,94.90,0.53,1.71
141.80,138.45,139.60,-0.18,1.71
98.95,96.15,97.25,-1.02,1.66
189.35,185.10,185.90,-0.35,1.64
1049.00,1030.00,1035.00,-0.74,1.63
3594.95,3547.55,3560.05,-0.55,1.60
939.15,901.00,918.50,-1.27,1.58
59.80,58.70,58.75,0.00,1.53
2236.85,2200.00,2222.15,-0.05,1.52
286.70,275.30,286.50,2.34,1.50
480.00,475.40,477.85,0.05,1.50
602.00,583.05,593.15,-0.69,1.47
227.55,218.45,226.75,1.73,1.44
99.50,95.25,97.30,0.93,1.41
344.95,338.20,340.85,0.65,1.36
14500.05,13748.00,14250.25,2.16,1.31
215.00,203.60,209.35,1.28,1.30
864.95,851.50,853.25,-1.46,1.28
899.95,886.00,888.50,-0.85,1.26
1995.00,1961.00,1980.00,0.48,1.19
1979.90,1943.15,1962.85,-0.41,1.11
124.90,123.00,123.95,0.61,1.05
191.00,183.00,189.70,3.21,1.05
515.80,495.00,511.85,2.30,1.05
118.25,113.90,117.05,3.17,1.03
69.85,66.95,67.85,-1.81,0.95
233.70,229.00,231.00,-0.02,0.92
916.70,890.00,909.10,-0.39,0.87
1236.55,1207.90,1216.85,-0.56,0.86
1943.40,1882.50,1890.90,0.07,0.81
3970.55,3900.00,3920.20,0.11,0.80
732.00,716.00,721.30,0.28,0.80
5399.90,5310.15,5370.00,-0.35,0.78
148.90,144.10,146.00,-0.68,0.74
1359.90,1283.70,1285.00,-1.18,0.70
9430.00,9290.05,9400.00,0.74,0.66
973.80,952.25,966.10,0.82,0.63
231.95,226.80,227.45,-0.33,0.58
137.40,135.50,136.90,0.07,0.58
271.20,266.00,268.65,1.24,0.54
1814.00,1785.10,1798.75,0.19,0.50
294.35,290.25,293.15,1.00,0.46
735.00,719.20,720.00,-1.84,0.44
313.50,309.00,312.20,-0.59,0.42
692.00,681.75,682.85,-0.89,0.37
471.45,470.35,470.80,0.00,0.00
